data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-10-14 14:58:56.325363;989;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ok Litzenberg;feminino;pix
2024-10-14 17:20:01.511683;990;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Cheryl Prince;feminino;boleto
2024-10-14 17:59:59.139474;991;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Curtis Rogers;masculino;boleto
2024-10-14 19:14:00.146858;992;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Linda Hofmann;feminino;boleto
2024-10-14 21:32:03.654152;993;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Maryanne Baird;feminino;cartão de crédito
2024-10-15 11:30:54.701788;994;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Danilo Sum;masculino;boleto
2024-10-15 13:50:56.926151;995;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Jeanette Davis;feminino;cartão de crédito
2024-10-15 14:06:00.656029;996;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Jeremy Medlin;masculino;dinheiro
2024-10-15 19:03:05.967311;997;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Kenneth Allen;masculino;pix
2024-10-15 19:27:55.673168;998;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Tina Williams;feminino;dinheiro
2024-10-16 13:20:05.741038;999;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Janice Lee;feminino;cartão de crédito
2024-10-16 14:25:54.958221;1000;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Randall Bogan;masculino;boleto
2024-10-16 19:26:57.060783;1001;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Billy Roberrtson;masculino;pix
2024-10-16 20:07:00.134150;1002;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Joanne Arata;feminino;cartão de crédito
2024-10-17 12:37:03.805360;1003;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Laura Pope;feminino;cartão de crédito
2024-10-17 13:28:02.407612;1004;São Paulo;Ana Oliveira;Tablet Apple Ipad;Shane Hughey;masculino;cartão de crédito
2024-10-17 14:25:00.272976;1005;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;John Payne;masculino;pix
2024-10-17 19:52:57.951935;1006;São Paulo;Lucas Pereira;Smartwatch Garmin;Leona Barabas;feminino;boleto
2024-10-18 11:43:05.666808;1007;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Patricia Kryder;feminino;cartão de crédito
2024-10-18 13:17:58.440568;1008;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Melissa Fort;feminino;boleto
2024-10-18 15:42:03.566648;1009;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Amanda Souders;feminino;dinheiro
2024-10-18 17:15:01.467832;1010;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Roger Castoe;masculino;boleto
2024-10-18 18:44:59.749083;1011;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Jame Wilson;masculino;dinheiro
2024-10-18 19:16:04.963145;1012;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Joshua Pribbenow;masculino;cartão de crédito
2024-10-19 14:08:05.829463;1013;Florianópolis;Tiago Lima;Smartwatch Garmin;Phyllis Evey;feminino;cartão de crédito
2024-10-19 15:44:02.219867;1014;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Irene Garcia;feminino;pix
2024-10-19 20:00:02.203765;1015;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Deborah Reagan;feminino;pix
2024-10-19 21:01:55.127239;1016;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jonathan Mcfarland;masculino;cartão de crédito
2024-10-20 12:14:56.113315;1017;São Paulo;Lucas Pereira;Smartwatch Garmin;Kim Nott;masculino;dinheiro
2024-10-20 12:26:56.203829;1018;Florianópolis;Tiago Lima;Tablet Apple Ipad;Lisa Camacho;feminino;cartão de crédito
2024-10-20 12:33:06.242644;1019;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Timothy Adriance;masculino;boleto
2024-10-20 16:36:59.158429;1020;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Jason Schlipp;masculino;cartão de crédito
2024-10-20 19:01:02.222182;1021;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Thomas Osborne;masculino;cartão de crédito
2024-10-21 11:10:04.743067;1022;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Nancy Jackson;feminino;pix
2024-10-21 11:57:04.051641;1023;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Dianne Hartley;feminino;boleto
2024-10-21 14:00:56.148839;1024;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Sherry Cadena;feminino;boleto
2024-10-22 12:27:03.438304;1025;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Catherine Hughes;feminino;cartão de crédito
2024-10-22 13:44:56.949215;1026;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Victor Taylor;masculino;dinheiro
2024-10-22 16:07:05.042326;1027;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Kenneth Ceovantes;masculino;pix
2024-10-22 19:01:05.998272;1028;Florianópolis;Tiago Lima;Fone de Ouvido Sony;William Freeman;masculino;pix
2024-10-23 14:10:02.549845;1029;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Mildred Knutson;feminino;boleto
2024-10-23 15:56:57.029866;1030;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Rose Blank;feminino;dinheiro
2024-10-23 16:18:55.678688;1031;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Roland Orf;masculino;dinheiro
2024-10-23 17:10:04.519223;1032;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Reva Zavala;feminino;dinheiro
2024-10-24 11:30:57.229777;1033;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Kimberly Belland;feminino;dinheiro
2024-10-24 17:06:00.621761;1034;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Willie Norwood;feminino;cartão de crédito
2024-10-24 17:12:57.044360;1035;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ashley Evans;feminino;boleto
2024-10-24 20:16:56.096488;1036;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Timothy Pritchett;masculino;dinheiro
2024-10-24 20:58:57.899298;1037;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Joseph Graham;masculino;pix
2024-10-24 21:24:57.542393;1038;Florianópolis;Gabriela Santos;Smartwatch Garmin;Hillary Reed;feminino;dinheiro
2024-10-24 21:52:57.615493;1039;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Thomas Silva;masculino;pix
2024-10-25 12:53:03.540596;1040;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Bruce Barrett;masculino;cartão de crédito
2024-10-25 17:59:03.424496;1041;São Paulo;Lucas Pereira;Tablet Apple Ipad;Sue Galindo;feminino;pix
2024-10-25 19:31:55.370015;1042;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Mary Buehler;feminino;boleto
2024-10-25 20:28:59.341889;1043;Florianópolis;Tiago Lima;Tablet Apple Ipad;Cathrine Worthen;feminino;boleto
2024-10-25 20:38:00.461070;1044;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Christopher Mcdaniel;masculino;pix
2024-10-25 22:04:57.251629;1045;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jessie Turner;masculino;pix
2024-10-26 11:24:02.186338;1046;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Matthew Nugent;masculino;boleto
2024-10-26 13:23:58.136942;1047;São Paulo;Ana Oliveira;Tablet Apple Ipad;Wilbur Phillips;masculino;pix
2024-10-26 17:26:00.580986;1048;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Katherine Tester;feminino;pix
2024-10-26 20:36:00.306781;1049;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jessica Clark;feminino;pix
2024-10-27 14:50:55.175109;1050;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Blanca Temple;feminino;dinheiro
2024-10-28 11:18:57.589523;1051;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Shirley Rooker;feminino;cartão de crédito
2024-10-28 11:21:00.660318;1052;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Edmond Miller;masculino;boleto
2024-10-28 15:21:57.221491;1053;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Margaret Neace;feminino;boleto
2024-10-28 15:32:56.585371;1054;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Allen Whitehead;masculino;pix
2024-10-28 16:06:04.196022;1055;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Terry Polan;masculino;pix
2024-10-28 17:49:59.039901;1056;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Willa Doleman;feminino;cartão de crédito
2024-10-28 19:49:56.514795;1057;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Wanda Perez;feminino;dinheiro
2024-10-28 20:16:01.058258;1058;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Samantha Davis;feminino;pix
2024-10-28 20:35:04.221636;1059;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Harvey Humber;masculino;cartão de crédito
2024-10-29 11:48:03.733279;1060;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Lena Bovell;feminino;cartão de crédito
2024-10-29 12:36:00.967801;1061;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Brandon Garcia;masculino;cartão de crédito
2024-10-29 13:20:05.328279;1062;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Georgette Pegues;feminino;pix
2024-10-29 13:30:02.878583;1063;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Austin Lyman;masculino;boleto
2024-10-29 14:10:55.674140;1064;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Nancy Jurado;feminino;boleto
2024-10-30 11:21:00.679136;1065;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Michael Macomber;masculino;boleto
2024-10-30 13:55:05.190816;1066;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Joe Braddy;masculino;cartão de crédito
2024-10-30 18:43:00.273405;1067;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Margaret Lewis;feminino;dinheiro
2024-10-31 12:41:03.537874;1068;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Julia Myers;feminino;cartão de crédito
2024-10-31 14:36:02.295786;1069;São Paulo;Lucas Pereira;Tablet Apple Ipad;Ryan Shaffer;masculino;pix
2024-10-31 15:38:55.959251;1070;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Christine Duplantis;feminino;boleto
2024-10-31 18:59:58.720072;1071;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Kristine Taylor;feminino;cartão de crédito
2024-10-31 19:57:54.498551;1072;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Brenda Bowers;feminino;pix
2024-10-31 21:09:03.160477;1073;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Annie Mcginley;feminino;cartão de crédito
2024-11-01 13:34:06.215760;1074;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Oralia Ashley;feminino;pix
2024-11-01 14:03:55.241191;1075;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Josh Lamb;masculino;pix
2024-11-01 15:38:58.953506;1076;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Rachel Diercks;feminino;cartão de crédito
2024-11-01 15:55:56.148384;1077;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Marina Stewart;feminino;pix
2024-11-01 21:54:06.083534;1078;São Paulo;Ana Oliveira;Tablet Apple Ipad;Arlene Slater;feminino;boleto
2024-11-02 15:45:59.426370;1079;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Raymond Wagner;masculino;pix
2024-11-02 16:00:00.436134;1080;Florianópolis;Gabriela Santos;Smartwatch Garmin;Charles Harris;masculino;pix
2024-11-02 16:09:54.497855;1081;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Joe Moore;masculino;dinheiro
2024-11-02 16:37:59.797499;1082;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Cory Wethje;masculino;pix
2024-11-02 17:13:59.140229;1083;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Julio Moore;masculino;cartão de crédito
2024-11-02 18:38:02.233872;1084;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Wilma Farmer;feminino;cartão de crédito
2024-11-02 21:07:03.882929;1085;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Latonya Roden;feminino;dinheiro
2024-11-03 11:14:54.528181;1086;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;David Martinez;masculino;boleto
2024-11-03 12:05:54.819998;1087;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Hilda Curtis;feminino;pix
2024-11-03 17:06:05.567129;1088;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Beth Campbell;feminino;pix
2024-11-03 18:35:58.379023;1089;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Rhonda Chavous;feminino;pix
2024-11-03 19:15:56.385403;1090;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Anne Griffin;feminino;pix
2024-11-03 19:47:01.608379;1091;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jacqueline Josey;feminino;cartão de crédito
2024-11-03 20:35:02.542710;1092;Florianópolis;Gabriela Santos;Smartwatch Garmin;Toni Greenleaf;feminino;pix
2024-11-03 21:23:02.313256;1093;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Mary Saulsberry;feminino;boleto
2024-11-04 13:16:58.327329;1094;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Charles Mazzone;masculino;dinheiro
2024-11-04 14:54:55.843768;1095;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Christopher Austin;masculino;pix
2024-11-04 18:02:59.217959;1096;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Shirley Schneider;feminino;dinheiro
2024-11-04 20:39:56.913392;1097;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Lawrence Edwards;masculino;cartão de crédito
2024-11-05 11:45:57.229510;1098;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Steven Marshall;masculino;dinheiro
2024-11-05 14:28:59.697816;1099;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Robert Smith;masculino;pix
2024-11-05 15:52:55.245526;1100;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Dale Trainor;masculino;dinheiro
2024-11-05 16:36:04.947503;1101;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Robert Hachey;masculino;pix
2024-11-05 16:44:54.585771;1102;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Dora Arnt;feminino;cartão de crédito
2024-11-05 19:19:59.655773;1103;Florianópolis;Tiago Lima;Tablet Apple Ipad;Susan Moyer;feminino;cartão de crédito
2024-11-05 20:06:02.223340;1104;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Michael Brunette;masculino;cartão de crédito
2024-11-05 20:20:02.030405;1105;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Marion Dalton;feminino;pix
2024-11-06 14:05:54.635894;1106;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Kenneth Scott;masculino;dinheiro
2024-11-06 16:14:01.099516;1107;Florianópolis;Tiago Lima;Tablet Apple Ipad;Joshua Younger;masculino;dinheiro
2024-11-07 11:06:56.515219;1108;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Johanna Moores;feminino;boleto
2024-11-07 15:12:59.671722;1109;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Matthew Little;masculino;cartão de crédito
2024-11-07 17:21:01.436143;1110;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Angelina Ramsey;feminino;cartão de crédito
2024-11-07 18:06:00.840788;1111;Florianópolis;Tiago Lima;Smartwatch Garmin;Frank Swofford;masculino;boleto
2024-11-07 21:14:57.614848;1112;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Arthur Stone;masculino;dinheiro
2024-11-08 17:09:05.144918;1113;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Adolfo Medina;masculino;dinheiro
2024-11-10 11:18:55.701687;1114;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Joseph Happenny;masculino;pix
2024-11-10 12:10:04.803575;1115;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Bill Robertson;masculino;cartão de crédito
2024-11-10 12:24:00.660005;1116;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Beverly Cunningham;feminino;boleto
2024-11-10 14:09:57.898120;1117;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Laura Clark;feminino;pix
2024-11-10 16:30:00.414284;1118;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Kathleen Burke;feminino;cartão de crédito
2024-11-11 11:32:04.387164;1119;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Chris Rogers;masculino;cartão de crédito
2024-11-11 11:55:54.821593;1120;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Margaret Pennachio;feminino;cartão de crédito
2024-11-11 13:35:57.653403;1121;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Pauline Henson;feminino;pix
2024-11-11 15:12:55.125056;1122;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Lori Young;feminino;boleto
2024-11-11 16:10:55.783667;1123;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Mary Pickering;feminino;cartão de crédito
2024-11-11 18:17:55.290631;1124;Florianópolis;Tiago Lima;Smartwatch Garmin;Angela Gurley;feminino;cartão de crédito
2024-11-11 21:27:02.295151;1125;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Margaret Dennis;feminino;dinheiro
2024-11-12 12:19:02.189903;1126;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Dina Chavarria;feminino;pix
2024-11-12 13:32:57.762323;1127;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Kari Felberbaum;feminino;cartão de crédito
2024-11-12 17:12:57.887011;1128;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Emmanuel Morris;masculino;cartão de crédito
2024-11-12 18:36:02.003226;1129;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Bradley Conyers;masculino;pix
2024-11-12 19:29:00.287437;1130;Florianópolis;Tiago Lima;Smartwatch Garmin;Marline Nowakowski;feminino;pix
2024-11-12 20:48:04.193506;1131;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;James Turpin;masculino;cartão de crédito
2024-11-13 11:30:56.025307;1132;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Brenda Buchanan;feminino;pix
2024-11-13 14:06:02.236494;1133;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Anna Lynch;feminino;cartão de crédito
2024-11-13 14:45:55.996901;1134;Florianópolis;Tiago Lima;Tablet Apple Ipad;David Page;masculino;pix
2024-11-13 14:52:04.783647;1135;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Mary Plourde;feminino;pix
2024-11-13 19:20:00.286264;1136;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Thomas Baird;masculino;cartão de crédito
2024-11-13 20:10:59.746165;1137;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Lon Wood;masculino;dinheiro
2024-11-13 21:30:04.758928;1138;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Candida Adell;feminino;boleto
2024-11-14 11:31:57.652273;1139;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Theresa Talley;feminino;pix
2024-11-14 12:16:58.529344;1140;São Paulo;Ana Oliveira;Smartwatch Garmin;Clarence Meekins;masculino;dinheiro
2024-11-14 15:18:54.820805;1141;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Tricia Bryant;feminino;cartão de crédito
2024-11-14 16:11:59.137561;1142;São Paulo;Ana Oliveira;Smartwatch Garmin;Karina Lane;feminino;dinheiro
2024-11-14 16:15:57.898467;1143;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jose Middleton;masculino;pix
2024-11-14 18:11:01.644679;1144;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Judith Bayless;feminino;cartão de crédito
2024-11-14 20:02:00.512099;1145;Florianópolis;Tiago Lima;Tablet Apple Ipad;William Seigel;masculino;pix
2024-11-14 20:36:56.120946;1146;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Teri Mcmillian;feminino;cartão de crédito
2024-11-15 11:40:55.133103;1147;São Paulo;Lucas Pereira;Smartwatch Garmin;Wilma Parish;feminino;pix
2024-11-15 12:30:00.934094;1148;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Susan Beeler;feminino;dinheiro
2024-11-15 13:06:58.704629;1149;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Michael Scott;masculino;boleto
2024-11-15 14:34:04.579317;1150;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ruby Demopoulos;feminino;boleto
2024-11-15 15:08:57.666065;1151;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Duane Holman;masculino;boleto
2024-11-15 15:16:03.385648;1152;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Woodrow Guardado;masculino;pix
2024-11-15 15:50:04.743314;1153;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Donald Tharpe;masculino;pix
2024-11-15 19:12:55.575553;1154;São Paulo;Lucas Pereira;Tablet Apple Ipad;Lexie Eichorst;feminino;dinheiro
2024-11-15 19:26:59.837182;1155;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Donald Wheatley;masculino;boleto
2024-11-15 21:25:02.036189;1156;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Kirk Mattera;masculino;boleto
2024-11-16 13:49:02.536600;1157;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jean Ingram;masculino;pix
2024-11-16 16:23:56.157965;1158;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Amanda Day;feminino;pix
2024-11-16 17:06:58.533659;1159;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Rodney Lopez;masculino;cartão de crédito
2024-11-16 18:57:58.370799;1160;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Margaret Andrews;feminino;boleto
2024-11-16 20:03:59.910382;1161;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Yadira Garcia;feminino;dinheiro
2024-11-16 20:23:56.684042;1162;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Soledad Parker;feminino;cartão de crédito
2024-11-17 12:36:01.058592;1163;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Jannette Meador;feminino;cartão de crédito
2024-11-17 14:26:06.089472;1164;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ruth Beard;feminino;pix
2024-11-17 16:52:01.604158;1165;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Peggy Henderson;feminino;boleto
2024-11-17 17:01:03.245383;1166;São Paulo;Ana Oliveira;Smartwatch Garmin;Kathy Sloss;feminino;boleto
2024-11-17 20:08:01.092612;1167;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Geraldine Powell;feminino;cartão de crédito
2024-11-17 21:12:03.711368;1168;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;David Block;masculino;dinheiro
2024-11-18 11:09:55.110780;1169;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Tonia Biggs;feminino;dinheiro
2024-11-18 13:49:57.609490;1170;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Perry Blum;masculino;pix
2024-11-18 15:00:04.610935;1171;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Steven Burnett;masculino;pix
2024-11-18 16:56:55.788164;1172;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;William Amyx;masculino;dinheiro
2024-11-19 13:05:55.539649;1173;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Charlene Reed;feminino;cartão de crédito
2024-11-19 13:37:00.867628;1174;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Joseph Heath;masculino;pix
2024-11-19 14:00:56.408632;1175;São Paulo;Lucas Pereira;Tablet Apple Ipad;Victor Mayhall;masculino;pix
2024-11-19 15:54:00.968894;1176;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Helen Salas;feminino;cartão de crédito
2024-11-19 16:07:56.309077;1177;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Carol Harris;feminino;boleto
2024-11-19 18:01:57.225395;1178;São Paulo;Lucas Pereira;Smartwatch Garmin;Leslie Hurdle;feminino;cartão de crédito
2024-11-19 18:52:00.589935;1179;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Carolyn Bake;feminino;dinheiro
2024-11-20 13:18:56.462679;1180;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Samantha Trembley;feminino;pix
2024-11-20 15:39:56.925574;1181;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Carmen Parker;feminino;cartão de crédito
2024-11-20 16:05:58.558448;1182;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Elaine Beck;feminino;boleto
2024-11-20 19:02:58.848668;1183;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Ruthann Copeland;feminino;dinheiro
2024-11-20 19:08:58.335821;1184;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Allison Goodwin;feminino;dinheiro
2024-11-21 12:27:02.940556;1185;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Alfonso Moore;masculino;boleto
2024-11-21 12:51:03.579486;1186;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;John Thomas;masculino;pix
2024-11-21 15:49:04.788515;1187;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Veronica Moss;feminino;cartão de crédito
2024-11-21 16:10:05.228484;1188;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Gary Rynn;masculino;cartão de crédito
2024-11-21 17:38:01.088650;1189;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;John Mckenzie;masculino;boleto
2024-11-21 17:44:05.796286;1190;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Amanda Clarkson;feminino;cartão de crédito
2024-11-21 18:06:04.239957;1191;São Paulo;Lucas Pereira;Tablet Apple Ipad;David Horner;masculino;dinheiro
2024-11-21 21:53:04.350016;1192;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Warren Swoopes;masculino;cartão de crédito
2024-11-22 13:57:56.932788;1193;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Eleanor Keefe;feminino;cartão de crédito
2024-11-22 16:58:03.777291;1194;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Carlos Adamson;masculino;pix
2024-11-22 17:40:00.751547;1195;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Donna Rogers;feminino;dinheiro
2024-11-22 18:16:03.074804;1196;Florianópolis;Gabriela Santos;Tablet Apple Ipad;William Heer;masculino;pix
2024-11-22 20:26:04.615885;1197;São Paulo;Ana Oliveira;Smartwatch Garmin;Miguel Goldberg;masculino;boleto
2024-11-23 11:09:03.129451;1198;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Linda Gerry;feminino;dinheiro
